QA output created by 1904

pcp-top output : Display default output
Linux  4.18.0-553.27.1.el8_10.x86_64  (sagsagar-pcp-build-setup)  10/16/25  x86_64    (4 CPU)
Top - 00:46:54 up 0 users, Load Average: 0.78, 0.79, 0.81
Tasks: 220 total,    1 running,    219 sleeping,  0 stopped,    0 zombie
Timestamp    PID         USER    PR    NI      VIRT        RES        SHR STATE %CPU  %MEM START              COMMAND
10:06:24    1849781     root     0    10      2.13g      0.26g     101260    S   1.3  1.69 00:36        wlp-agent.ext
10:06:24    1876058 setroubleshoot     0     5      0.51g      0.13g      21420    S   1.1  0.84 00:03      setroubleshootd
10:06:24    1741473      opc     0     0      1.28g      0.09g      48752    S   0.4  0.59 00:32                 node
10:06:24    1844772      opc     0     0      0.04g      0.02g      14428    S   0.2  0.12 00:11      code-03c265b1ad
10:06:24       1739     root     0     0      0.39g      0.03g      15484    S   0.2  0.19 03:51                tuned
10:06:24     395771      pcp     0     0       0.1g      0.01g       6872    S   0.2  0.05 00:34                 pmcd
10:06:24     395776      opc     0     0      0.09g      0.01g       5956    R   0.2  0.08 04:30             pmdaproc
10:06:24     395785      pcp     0     0      0.57g      0.03g      12184    S   0.2  0.19 05:45              python3
10:06:24    1876203      opc     0     0      0.09g      0.01g       6324    S   0.2  0.05 00:00             pmlogger
10:06:24    1845523      opc     0     0     13.72g      0.64g      58020    S   0.2  4.18 01:13                 node
10:06:24         14     root     0     0       0.0g       0.0g          0    I   0.1   0.0 02:24            rcu_sched
10:06:24    1872892     root     0     0       0.0g       0.0g          0    I   0.1   0.0 00:00   kworker/2:4-events
10:06:24     396306      pcp     0     0      0.12g      0.03g       7220    S   0.1   0.2 00:40             pmlogger
10:06:24    1845615      opc     0     0      2.13g      0.15g      66380    S   0.1  0.95 00:03      language_server
10:06:24    1844721      opc     0     0      0.13g      0.01g       5012    S   0.1  0.05 00:06                 sshd
10:06:24       2185     root     0     0      0.54g      0.04g      10628    S   0.1  0.28 01:00                 pcsd
10:06:24    1844814      opc     0     0       1.4g      0.09g      48136    S   0.1  0.58 00:09                 node
10:06:24       1121     root     0     0       0.1g      0.01g       7616    S     0  0.07 00:02        systemd-udevd
10:06:24          1     root     0     0      0.24g      0.02g       9792    S     0  0.11 05:29              systemd
10:06:24          2     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00             kthreadd
10:06:24          3     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00               rcu_gp
10:06:24       2916     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00           jbd2/sdb-8
10:06:24          4     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00           rcu_par_gp
10:06:24          5     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00         slub_flushwq
10:06:24    1741158      opc     0     0      0.09g      0.01g       8252    S     0  0.06 00:00              systemd
10:06:24       2918     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00      ext4-rsv-conver
10:06:24       2246     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00            scsi_eh_3
10:06:24       7175   ocarun     0     0      1.83g      0.03g      18944    S     0   0.2 00:51           runcommand
10:06:24          7     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00 kworker/0:0H-events_highpri
10:06:24    1741160      opc     0     0       0.3g      0.01g         20    S     0  0.05 00:00             (sd-pam)
10:06:24       2250     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00           scsi_tmf_3
10:06:24         10     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00         mm_percpu_wq
10:06:24       1803     root     0     0      0.08g      0.01g       7344    S     0  0.06 00:00             dhclient
10:06:24         11     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00      rcu_tasks_rude_
10:06:24       9868     root     0     0      0.02g       0.0g       2020    S     0  0.01 00:00                  atd
10:06:24       2252     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00            iscsi_q_3
10:06:24        236     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:02 kworker/0:1H-kblockd
10:06:24         12     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00      rcu_tasks_trace
10:06:24         13     root     0     0       0.0g       0.0g          0    S     0   0.0 00:15          ksoftirqd/0
10:06:24    1844878      opc     0     0      0.01g       0.0g       3328    S     0  0.03 00:03                  pet
10:06:24       2479 oracle-cloud-agent     0     0      1.83g      0.03g      20404    S     0  0.22 00:37              oci-wlp
10:06:24        239     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:04 kworker/3:1H-xfs-log/dm-0
10:06:24         15     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00          migration/0
10:06:24         16     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00           watchdog/0
10:06:24         17     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00              cpuhp/0
10:06:24    1875794      opc     0     0      0.02g      0.01g       3416    S     0  0.04 00:00                 bash
10:06:24       2258     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00            scsi_wq_3
10:06:24         18     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00              cpuhp/1
10:06:24         19     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00           watchdog/1
10:06:24    1840404      opc     0     0      0.02g      0.01g       3592    S     0  0.04 00:00                 bash
10:06:24         20     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00          migration/1
10:06:24       2261   chrony     0     0      0.04g       0.0g       3040    S     0  0.02 00:00              chronyd
10:06:24         21     root     0     0       0.0g       0.0g          0    S     0   0.0 00:15          ksoftirqd/1
10:06:24       7190 oracle-cloud-agent     0     0      1.75g      0.03g      17048    S     0  0.18 00:32      unifiedmonitori
10:06:24        470     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00              kmpathd
10:06:24        471     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00      kmpath_handlerd
10:06:24         23     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00 kworker/1:0H-events_highpri
10:06:24         24     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00              cpuhp/2
10:06:24         25     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00           watchdog/2
10:06:24         26     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00          migration/2
10:06:24         27     root     0     0       0.0g       0.0g          0    S     0   0.0 00:14          ksoftirqd/2
10:06:24        252     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00             iscsi_eh
10:06:24        253     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00      iscsi_conn_clea
10:06:24         29     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00 kworker/2:0H-events_highpri
10:06:24         30     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00              cpuhp/3
10:06:24         31     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00           watchdog/3
10:06:24         32     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00          migration/3
10:06:24         33     root     0     0       0.0g       0.0g          0    S     0   0.0 00:14          ksoftirqd/3
10:06:24         35     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00 kworker/3:0H-events_highpri
10:06:24    1844903      opc     0     0      0.01g       0.0g       2800    S     0  0.02 00:00                   sh
10:06:24         40     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00            kdevtmpfs
10:06:24         41     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00                netns
10:06:24         42     root     0     0       0.0g       0.0g          0    S     0   0.0 00:01              kauditd
10:06:24    1856555     root     0     0       0.0g       0.0g          0    I     0   0.0 00:00 kworker/2:1-cgroup_pidlist_destroy
10:06:24         43     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00           khungtaskd
10:06:24         44     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00           oom_reaper
10:06:24        941     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00             xfsalloc
10:06:24         45     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00            writeback
10:06:24        942     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00        xfs_mru_cache
10:06:24         46     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00           kcompactd0
10:06:24     396527      pcp     0     0      0.08g       0.0g       3508    S     0  0.03 00:00              pmpause
10:06:24        943     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00         xfs-buf/dm-0
10:06:24         47     root     0     5       0.0g       0.0g          0    S     0   0.0 00:00                 ksmd
10:06:24       9904   ocarun     0     0      0.09g      0.01g       8268    S     0  0.06 00:20              systemd
10:06:24        944     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00        xfs-conv/dm-0
10:06:24         48     root     0    19       0.0g       0.0g          0    S     0   0.0 00:11           khugepaged
10:06:24    1864849     root     0     0       0.0g       0.0g          0    I     0   0.0 00:00 kworker/3:2-cgroup_pidlist_destroy
10:06:24        945     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00         xfs-cil/dm-0
10:06:24         49     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00               crypto
10:06:24        946     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00      xfs-reclaim/dm-
10:06:24         50     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00          kintegrityd
10:06:24       1395     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00         xfs-buf/dm-1
10:06:24        947     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00      xfs-blockgc/dm-
10:06:24         51     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00              kblockd
10:06:24       1396     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00        xfs-conv/dm-1
10:06:24        948     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00         xfs-log/dm-0
10:06:24         52     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00       blkcg_punt_bio
10:06:24    1862837     root     0     0       0.0g       0.0g          0    I     0   0.0 00:00 kworker/u8:3-events_unbound
Linux  4.18.0-553.27.1.el8_10.x86_64  (sagsagar-pcp-build-setup)  10/16/25  x86_64    (4 CPU)
Top - 00:47:04 up 0 users, Load Average: 0.69, 0.76, 0.79
Tasks: 219 total,    2 running,    217 sleeping,  0 stopped,    0 zombie
Timestamp    PID         USER    PR    NI      VIRT        RES        SHR STATE %CPU  %MEM START              COMMAND
10:06:27    1844803      opc     0     0     94.42g      1.48g      64324    S   8.9  9.63 10:18                 node
10:06:27    1845630      opc     0     0      3.01g      0.99g      88716    S   1.6  6.44 07:28      language_server
10:06:27    1849781     root     0    10      2.13g      0.26g     101260    S   1.3  1.69 00:36        wlp-agent.ext
10:06:27    1876058 setroubleshoot     0     5      0.51g      0.13g      21420    S   1.1  0.84 00:03      setroubleshootd
10:06:27    1741473      opc     0     0      1.28g      0.09g      48752    S   0.4  0.59 00:32                 node
10:06:27    1844772      opc     0     0      0.04g      0.02g      14428    S   0.2  0.12 00:11      code-03c265b1ad
10:06:27       1739     root     0     0      0.39g      0.03g      15484    S   0.2  0.19 03:51                tuned
10:06:27     395771      pcp     0     0       0.1g      0.01g       6872    S   0.2  0.05 00:34                 pmcd
10:06:27     395776      opc     0     0      0.09g      0.01g       5956    R   0.2  0.08 04:30             pmdaproc
10:06:27     395785      pcp     0     0      0.57g      0.03g      12184    S   0.2  0.19 05:45              python3
10:06:27    1876203      opc     0     0      0.09g      0.01g       6324    S   0.2  0.05 00:00             pmlogger
10:06:27    1845523      opc     0     0     13.72g      0.64g      58020    S   0.2  4.18 01:13                 node
10:06:27         14     root     0     0       0.0g       0.0g          0    I   0.1   0.0 02:24            rcu_sched
10:06:27    1872892     root     0     0       0.0g       0.0g          0    I   0.1   0.0 00:00   kworker/2:4-events
10:06:27     396306      pcp     0     0      0.12g      0.03g       7220    S   0.1   0.2 00:40             pmlogger
10:06:27    1845615      opc     0     0      2.13g      0.15g      66380    S   0.1  0.95 00:03      language_server
10:06:27    1844721      opc     0     0      0.13g      0.01g       5012    S   0.1  0.05 00:06                 sshd
10:06:27       2185     root     0     0      0.54g      0.04g      10628    S   0.1  0.28 01:00                 pcsd
10:06:27    1844814      opc     0     0       1.4g      0.09g      48136    S   0.1  0.58 00:09                 node
10:06:27       1121     root     0     0       0.1g      0.01g       7616    S     0  0.07 00:02        systemd-udevd
10:06:27          1     root     0     0      0.24g      0.02g       9792    S     0  0.11 05:29              systemd
10:06:27          2     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00             kthreadd
10:06:27          3     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00               rcu_gp
10:06:27       2916     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00           jbd2/sdb-8
10:06:27          4     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00           rcu_par_gp
10:06:27          5     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00         slub_flushwq
10:06:27    1741158      opc     0     0      0.09g      0.01g       8252    S     0  0.06 00:00              systemd
10:06:27       2918     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00      ext4-rsv-conver
10:06:27       2246     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00            scsi_eh_3
10:06:27       7175   ocarun     0     0      1.83g      0.03g      18944    S     0   0.2 00:51           runcommand
10:06:27          7     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00 kworker/0:0H-events_highpri
10:06:27    1741160      opc     0     0       0.3g      0.01g         20    S     0  0.05 00:00             (sd-pam)
10:06:27       2250     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00           scsi_tmf_3
10:06:27         10     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00         mm_percpu_wq
10:06:27       1803     root     0     0      0.08g      0.01g       7344    S     0  0.06 00:00             dhclient
10:06:27         11     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00      rcu_tasks_rude_
10:06:27       9868     root     0     0      0.02g       0.0g       2020    S     0  0.01 00:00                  atd
10:06:27       2252     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00            iscsi_q_3
10:06:27        236     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:02 kworker/0:1H-kblockd
10:06:27         12     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00      rcu_tasks_trace
10:06:27         13     root     0     0       0.0g       0.0g          0    S     0   0.0 00:15          ksoftirqd/0
10:06:27    1844878      opc     0     0      0.01g       0.0g       3328    S     0  0.03 00:03                  pet
10:06:27       2479 oracle-cloud-agent     0     0      1.83g      0.03g      20404    S     0  0.22 00:37              oci-wlp
10:06:27        239     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:04 kworker/3:1H-xfs-log/dm-0
10:06:27         15     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00          migration/0
10:06:27         16     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00           watchdog/0
10:06:27         17     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00              cpuhp/0
10:06:27    1875794      opc     0     0      0.02g      0.01g       3416    S     0  0.04 00:00                 bash
10:06:27       2258     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00            scsi_wq_3
10:06:27         18     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00              cpuhp/1
10:06:27         19     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00           watchdog/1
10:06:27    1840404      opc     0     0      0.02g      0.01g       3592    S     0  0.04 00:00                 bash
10:06:27         20     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00          migration/1
10:06:27       2261   chrony     0     0      0.04g       0.0g       3040    S     0  0.02 00:00              chronyd
10:06:27         21     root     0     0       0.0g       0.0g          0    S     0   0.0 00:15          ksoftirqd/1
10:06:27       7190 oracle-cloud-agent     0     0      1.75g      0.03g      17048    S     0  0.18 00:32      unifiedmonitori
10:06:27        470     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00              kmpathd
10:06:27        471     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00      kmpath_handlerd
10:06:27         23     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00 kworker/1:0H-events_highpri
10:06:27         24     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00              cpuhp/2
10:06:27         25     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00           watchdog/2
10:06:27         26     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00          migration/2
10:06:27         27     root     0     0       0.0g       0.0g          0    S     0   0.0 00:14          ksoftirqd/2
10:06:27        252     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00             iscsi_eh
10:06:27        253     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00      iscsi_conn_clea
10:06:27         29     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00 kworker/2:0H-events_highpri
10:06:27         30     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00              cpuhp/3
10:06:27         31     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00           watchdog/3
10:06:27         32     root    99     0       0.0g       0.0g          0    S     0   0.0 00:00          migration/3
10:06:27         33     root     0     0       0.0g       0.0g          0    S     0   0.0 00:14          ksoftirqd/3
10:06:27         35     root     0   -20       0.0g       0.0g          0    I     0   0.0 00:00 kworker/3:0H-events_highpri
10:06:27    1844903      opc     0     0      0.01g       0.0g       2800    S     0  0.02 00:00                   sh
10:06:27         40     root     0     0       0.0g       0.0g          0    S     0   0.0 00:00            kdevtmpfs
